player_id,player_name,date_of_birth,birth_place,role,batting_style,bowling_style
504,Thalaivan Sargunam,"May 15, 1985","Nagar Kowil, Tamil Nadu",Batting Allrounder,Right Handed Bat,Right-Arm Offbreak
505,G H Vihari,"Oct 13, 1993","Kakinada, Andhra Pradesh",Batting Allrounder,Right Handed Bat,Right-Arm Offbreak
506,Matt Henry,"Dec 14, 1991","Christchurch, Canterbury",Bowler,Right Handed Bat,Right-Arm Fast-Medium
507,Imran Tahir,"Mar 27, 1979","Lahore, Punjab",Bowler,Right Handed Bat,Right-Arm Legbreak
508,James Neesham,"Sep 17, 1990",Auckland,Batting Allrounder,Left Handed Bat,Right-Arm Medium
509,Milind Kumar,"Feb 15, 1991",Delhi,Batsman,Right Handed Bat,Right-Arm Offbreak
510,HS Sharath,"Jun 02, 1993","Mandya, Karnataka",Bowler,Right Handed Bat,Right-Arm Medium
511,Jayant Yadav,"Jan 22, 1990",Delhi,Bowler,Right Handed Bat,Right-Arm Offbreak
512,Kuldeep Yadav,"Dec 14, 1994","Kanpur, Uttar Pradesh",Bowler,Left Handed Bat,Left-Arm Chinaman
513,Sayan Mondal,"Nov 10, 1989","Burdwan, Bengal",Bowling Allrounder,Left Handed Bat,Left-Arm Medium
514,Pat Cummins,"May 08, 1993","Westmead, Sydney",Bowler,Right Handed Bat,Right-Arm Fast
515,Beuran Hendricks,"Jun 08, 1990","Louis Leipoldt Hospital, Bellville, Cape Town",Bowler,Right Handed Bat,Left-Arm Fast-Medium
516,Karanveer Singh,"Nov 08, 1987","Chandigarh, Punjab",Bowler,Right Handed Bat,Right-Arm Legbreak
517,Shivam Sharma,"Sep 09, 1993",Delhi,Bowler,Right Handed Bat,Right-Arm Offbreak
518,Shardul Thakur,"Oct 16, 1991","Palghar, Maharashtra",Bowler,Right Handed Bat,Right-Arm Medium
519,Corey Anderson,"Dec 13, 1990","Christchurch, Canterbury",Batting Allrounder,Left Handed Bat,Left-Arm Fast-Medium
520,Josh Hazlewood,"Jan 08, 1991","Tamworth, New South Wales",Bowler,Left Handed Bat,Right-Arm Fast-Medium
521,Shreyas Gopal,"Sep 04, 1993","Banglaore, Karnataka",Bowler,Right Handed Bat,Right-Arm Legbreak
522,Krishmar Santokie,"Dec 20, 1984",,Bowler,Left Handed Bat,Left-Arm Medium
523,Ben Dunk,"Mar 11, 1987","Innisfail, Queensland",WK-Batsman,Left Handed Bat,
524,Lendl Simmons,"Jan 25, 1985","Port Of Spain, Trinidad",Batsman,Right Handed Bat,Right-Arm Fast-Medium
526,Ben Cutting,"Jan 30, 1987","Sunnybank, Brisbane, Queensland",Bowling Allrounder,Right Handed Bat,Right-Arm Fast-Medium
527,Ankush Bains,"Dec 16, 1995",Hamirpur,WK-Batsman,Right Handed Bat,
528,Rahul Tewatia,"May 20, 1993","Sihi, Haryana",Bowler,Left Handed Bat,Right-Arm Legbreak
529,Deepak Hooda,"Apr 19, 1995",Rohtak,Batting Allrounder,Right Handed Bat,Right-Arm Offbreak
530,Brendan Taylor,"Feb 06, 1986",Harare,WK-Batsman,Right Handed Bat,Right-Arm Offbreak
531,Ricky Bhui,"Sep 29, 1996","Bhopal, Madhya Pradesh",Batsman,Right Handed Bat,Right-Arm Legbreak
532,Chama Milind,"Sep 04, 1994","Hyderabad, Andhra Pradesh",Bowling Allrounder,Left Handed Bat,Left-Arm Medium
533,Kyle Abbott,"Jun 18, 1987","Empangeni, Kwazulu-Natal",Bowler,Right Handed Bat,Right-Arm Medium
534,Pratyush Singh,"Sep 04, 1994","Hazaribagh, Bihar",Bowler,Right Handed Bat,Right-Arm Legbreak
535,Andrew Tye,"Dec 12, 1986","Perth, Western Australia",Bowler,Right Handed Bat,Right-Arm Fast-Medium
536,Gurinder Sandhu,"Jun 14, 1993","Blacktown, New South Wales",Bowling Allrounder,Left Handed Bat,Right-Arm Fast-Medium
537,Shreyas Iyer,"Dec 06, 1994",Mumbai,Batsman,Right Handed Bat,Right-Arm Legbreak
538,Travis Head,"Dec 29, 1993","Adelaide, South Australia",WK-Batsman,Left Handed Bat,Right-Arm Offbreak
539,Srikar Bharat,"Oct 03, 1993","Visakhapatnam, Andhra Pradesh",WK-Batsman,Right Handed Bat,
540,Marcus Stoinis,"Aug 16, 1989",,Batting Allrounder,Right Handed Bat,Right-Arm Medium
541,Domnic Muthuswami,"Mar 09, 1981","Pune, Maharashtra",Bowler,Right Handed Bat,Right-Arm Medium
542,KK Jiyas,"Oct 21, 1991","Narikkuni, Calicut, Kerala",Bowling Allrounder,Right Handed Bat,Left-Arm Chinaman
543,Aditya Garhwal,"Apr 15, 1996","Sikar, Rajasthan",Batting Allrounder,Right Handed Bat,Right-Arm Legbreak
544,KC Cariappa,"Apr 13, 1994","Bangalore, Karnataka",Bowler,Right Handed Bat,Right-Arm Offbreak
545,Vaibhav Rawal,"Nov 09, 1991",Delhi,Batsman,Left Handed Bat,Right-Arm Legbreak
546,Nikhil Naik,"Nov 09, 1994","Savantwadi, Maharashtra",Batsman,Right Handed Bat,Right-Arm Offbreak
547,Yogesh Golwalkar,"Feb 13, 1980","Indore, Madhya Pradesh",Batting Allrounder,Left Handed Bat,Right-Arm Legbreak
548,Colin Munro,"Mar 11, 1987",Durban,Batsman,Left Handed Bat,Right-Arm Medium
549,Mitchell McClenaghan,"Jun 11, 1986",,Bowler,Left Handed Bat,Left-Arm Fast-Medium
550,Akshay Wakhare,"Oct 03, 1985","Nagpur, Maharashtra",Bowler,Right Handed Bat,Right-Arm Offbreak
551,Nitish Rana,"Dec 27, 1993",Delhi,Batsman,Left Handed Bat,Right-Arm Offbreak
553,Hardik Pandya,"Oct 11, 1993","Choryasi, Gujarat",Bowling Allrounder,Right Handed Bat,Right-Arm Medium
554,Jagadeesha Suchith,"Jan 16, 1994","1994, Mysore",Bowler,Left Handed Bat,Left-Arm Orthodox
555,Alex Hales,"Jan 03, 1989",,Batsman,Right Handed Bat,Right-Arm Offbreak
556,Nic Maddinson,"Dec 21, 1991","Nowra, New South Wales",Batsman,Left Handed Bat,Left-Arm Orthodox
557,Sean Abbott,"Feb 29, 1992","Windsor, New South Wales",Bowler,Right Handed Bat,Right-Arm Medium
558,David Wiese,"May 18, 1985",Roodepoort,Batting Allrounder,Right Handed Bat,Right-Arm Fast-Medium
559,Sarfaraz Khan,"Oct 27, 1997",Mumbai,Batsman,Right Handed Bat,Right-Arm Offbreak
560,Shishir Bhavane,"Sep 24, 1991","Hubli, Karnataka",Batting Allrounder,Left Handed Bat,Right-Arm Offbreak
561,Pardeep Sahu,"Aug 21, 1985",Bhiwani,Batting Allrounder,Right Handed Bat,Right-Arm Legbreak
562,Barinder Sran,"Dec 10, 1992",Sirsa,Bowler,Left Handed Bat,Left-Arm Medium
563,Sagar Trivedi,"Oct 20, 1991","Mumbai, Maharashtra",Bowler,Left Handed Bat,Left-Arm Medium
564,Kane Williamson,"Aug 08, 1990",Tauranga,Batsman,Right Handed Bat,Right-Arm Offbreak
565,Trent Boult,"Jul 22, 1989",Rotorua,Bowler,Right Handed Bat,Left-Arm Fast-Medium
567,Carlos Brathwaite,"Jul 18, 1988",,Batting Allrounder,Right Handed Bat,Right-Arm Fast-Medium
568,Akhil Herwadkar,"Oct 31, 1994","Sangli, Maharashtra",Batsman,Left Handed Bat,Right-Arm Offbreak
569,Joel Paris,"Dec 11, 1992",Perth,Bowler,Left Handed Bat,Left-Arm Fast-Medium
570,Sam Billings,"Jun 15, 1991","Pembury, Kent",WK-Batsman,Right Handed Bat,
571,Mahipal Lomror,"Nov 16, 1999","Nagaur, Rajasthan",Batting Allrounder,Left Handed Bat,Left-Arm Orthodox
572,Rishabh Pant,"Oct 04, 1997","Haridwar, Uttarakhand",WK-Batsman,Left Handed Bat,
573,Akshdeep Nath,"May 10, 1993",Lucknow,Batsman,Right Handed Bat,Right-Arm Fast-Medium
574,Ishan Kishan,"Jul 18, 1998","Patna, Bihar",WK-Batsman,Left Handed Bat,
575,Shivil Koushik,"Jul 09, 1995",,Bowler,Right Handed Bat,Left-Arm Chinaman
576,Manan Sharma,"Mar 19, 1991",Delhi,Bowling Allrounder,Left Handed Bat,Left-Arm Orthodox
577,Farhaan Behardien,"Oct 09, 1983",Johannesburg,Batting Allrounder,Right Handed Bat,Right-Arm Fast-Medium
578,Armaan Jaffer,"Oct 25, 1998","Sangli, Maharashtra",Batsman,Right Handed Bat,
579,Kishore Kamat,"Jan 31, 1995",,Bowler,Right Handed Bat,
580,Deepak Punia,"Sep 27, 1993","Bhiwani, Haryana",Bowler,Right Handed Bat,Right-Arm Medium
581,Jos Buttler,"Sep 08, 1990","Taunton, Somerset",WK-Batsman,Right Handed Bat,
582,Krunal Pandya,"Mar 24, 1991","Ahmedabad, Gujarat",Batting Allrounder,Left Handed Bat,Left-Arm Orthodox
583,Jitesh Sharma,"Oct 22, 1993","Amrawati, Maharashtra",WK-Batsman,Right Handed Bat,
584,Nathu Singh,"Sep 08, 1995",Jaipur,Bowler,Right Handed Bat,Right-Arm Medium
585,Praveen Dubey,"Jul 01, 1993","Azamgarh, Uttar Pradesh",Bowler,Right Handed Bat,
586,Vikas Tokas,"Oct 16, 1986",Delhi,Bowler,Right Handed Bat,Right-Arm Medium
587,Akshay Karnewar,"Oct 12, 1992","Wagholi, Maharashtra",Bowling Allrounder,Left Handed Bat,Left-Arm Orthodox
588,Adam Milne,"Apr 13, 1992",,Bowler,Right Handed Bat,Right-Arm Fast
589,Adam Zampa,"Mar 31, 1992","Shellharbour, New South Wales",Bowler,Right Handed Bat,Right-Arm Legbreak
590,Murugan Ashwin,"Sep 08, 1990","Chennai, Tamil Nadu",Bowler,Right Handed Bat,Right-Arm Legbreak
591,Scott Boland,"Apr 11, 1989","Melbourne, Australia",Bowler,Right Handed Bat,Right-Arm Fast-Medium
592,Peter Handscomb,"Apr 26, 1991","Melbourne, Victoria",Batsman,Right Handed Bat,
593,Mustafizur Rahman,"Sep 06, 1995",Satkhira,Bowler,Left Handed Bat,Left-Arm Medium
594,Kagiso Rabada,"May 25, 1995",Johannesburg,Bowler,Left Handed Bat,Right-Arm Fast
595,Ankit Bawne,"Dec 17, 1992","Paitha, Aurangabad",Batting Allrounder,Right Handed Bat,Right-Arm Offbreak
596,Navdeep Saini,"Nov 23, 1992","Karnal, Haryana",Bowler,Right Handed Bat,Right-Arm Medium
597,Shashank Singh,"Nov 21, 1991",,Batsman,Right Handed Bat,Right-Arm Offbreak
598,Jason Roy,"Jul 21, 1990","Durban, South Africa",Batsman,Right Handed Bat,
599,Chirag Suri,"Feb 18, 1995",,Batsman,Right Handed Bat,Right-Arm Offbreak
600,Basil Thampi,"Sep 11, 1993","Ernakulam, Kerala",Bowling Allrounder,Right Handed Bat,Right-Arm Medium
601,Shubham Agarwal,"Nov 21, 1993","Raigadh, Gujarat",Bowling Allrounder,Right Handed Bat,Right-Arm Legbreak
602,Tejas Baroka,"Feb 01, 1996",Pondicherry,Bowler,Right Handed Bat,
603,Pratham Singh,"Aug 31, 1992",Delhi,Batsman,Right Handed Bat,Right-Arm Offbreak
604,Shelley Shaurya,"Sep 17, 1993",Delhi,Bowler,Right Handed Bat,Right-Arm Medium
605,Ankit Soni,"Aug 02, 1993",,Bowler,Right Handed Bat,Right-Arm Legbreak
606,Chris Woakes,"Mar 02, 1989",,Bowling Allrounder,Right Handed Bat,Right-Arm Medium
607,Rovman Powell,"Jul 23, 1993",Jamaica,Batsman,Right Handed Bat,Right-Arm Fast-Medium
608,Sayan Ghosh,"Sep 16, 1992","Nadia, Bengal",Bowler,Right Handed Bat,Right-Arm Medium
609,Ramsingh Sanjay Yadav,"May 10, 1995","Gorakhpur, Uttar Pradesh",Bowler,Left Handed Bat,Left-Arm Orthodox
610,Colin de Grandhomme,"Jul 22, 1986",Harare,Batting Allrounder,Right Handed Bat,Right-Arm Fast-Medium
611,Hashim Amla,"Mar 31, 1983","Durban, Natal",Batsman,Right Handed Bat,Right-Arm Medium
612,Martin Guptill,"Sep 30, 1986",Auckland,Batsman,Right Handed Bat,Right-Arm Offbreak
613,Rinku Singh,"Oct 12, 1997","Aligarh, Uttar Pradesh",Batsman,Left Handed Bat,Right-Arm Offbreak
614,T Natarajan,"May 27, 1991",Salem,Bowler,Left Handed Bat,Left-Arm Medium
615,Nicholas Pooran,"Oct 02, 1995",Trinidad,WK-Batsman,Left Handed Bat,
616,Asela Gunaratne,"Jan 08, 1986",Kandy,Batting Allrounder,Right Handed Bat,Right-Arm Medium
617,Krishnappa Gowtham,"Oct 20, 1988","Bangalore, Karnataka",Bowler,Right Handed Bat,Right-Arm Offbreak
618,Kulwant Khejroliya,"Mar 13, 1992","Churi Ajitgarh Jhunjhunu District, Rajasthan",Bowler,Left Handed Bat,Left-Arm Fast-Medium
619,Avesh Khan,"Dec 13, 1996","Indore, Madhya Pradesh",Bowler,Right Handed Bat,Right-Arm Medium
620,Tabraiz Shamsi,"Feb 18, 1990","Johannesburg, Gauteng",Bowling Allrounder,Right Handed Bat,Left-Arm Chinaman
621,Tymal Mills,"Aug 12, 1992","Dewsbury, Yorkshire",Bowler,Right Handed Bat,Left-Arm Fast-Medium
622,Billy Stanlake,"Nov 04, 1994",,Bowler,Left Handed Bat,Right-Arm Fast
623,Vishnu Vinod,"Dec 02, 1993","Pathanamthitta, Kerala",WK-Batsman,Right Handed Bat,
624,Usman Khawaja,"Dec 18, 1986","Islamabad, Pakistan",Batsman,Left Handed Bat,Right-Arm Medium
625,Ben Stokes,"Jun 04, 1991","Canterbury, New Zealand",Bowling Allrounder,Left Handed Bat,Right-Arm Medium
626,Rahul Chahar,"Aug 04, 1999","Bharaatpur, Rajasthan",Bowler,Right Handed Bat,Right-Arm Legbreak
627,Lockie Ferguson,"Jun 13, 1991",,Bowler,Right Handed Bat,Right-Arm Fast
628,Saurabh Kumar,"May 01, 1993","Baghpat, Uttar Pradesh",Bowling Allrounder,Left Handed Bat,Left-Arm Orthodox
629,Milind Tandon,"Oct 29, 1993",Delhi,Batting Allrounder,Right Handed Bat,
630,Rahul Tripathi,"Mar 02, 1991","Ranchi, Jharkhand",Batsman,Right Handed Bat,Right-Arm Medium
631,Washington Sunder,"Oct 05, 1999","Chennai, Tamil Nadu",Batting Allrounder,Left Handed Bat,Right-Arm Offbreak
632,Chris Jordan,"Oct 04, 1988",Barbados,Bowler,Right Handed Bat,Right-Arm Medium
633,Mohammad Nabi,"Jan 01, 1985","Loger, Afghanistan",Bowling Allrounder,Right Handed Bat,Right-Arm Offbreak
634,Rashid Khan,"Dec 15, 1959","Karachi, Sind",Bowler,Right Handed Bat,Right-Arm Fast-Medium
635,Tanmay Agarwal,"May 03, 1995","Hyderabad, Andhra Pradesh",Batsman,Left Handed Bat,Right-Arm Legbreak
637,N Jagadeesan,"Dec 24, 1995","Coimbatore, Tamil Nadu",WK-Batsman,Right Handed Bat,
638,Mitchell Santner,"Feb 05, 1992",Hamilton,Bowling Allrounder,Left Handed Bat,Left-Arm Orthodox
639,KM Asif,"Jul 24, 1993","Edavanna, Malappuram",Bowler,Right Handed Bat,Right-Arm Medium
640,Lungisani Ngidi,"Mar 29, 1996","Durban, Natal",Bowler,Right Handed Bat,Right-Arm Fast
641,Kanishk Seth,"Nov 04, 1997",Kolkata,Bowler,Right Handed Bat,Left-Arm Medium
642,Dhruv Shore,"Jun 05, 1992",Delhi,Batsman,Right Handed Bat,Right-Arm Offbreak
643,Mark Wood,"Jan 11, 1990",,Bowler,Right Handed Bat,Right-Arm Fast-Medium
644,Kshitiz Sharma,"Apr 21, 1990",Delhi,Batsman,Right Handed Bat,Right-Arm Medium
645,Monu Kumar,"Nov 05, 1994","Ranchi, Bihar",Bowler,Right Handed Bat,Right-Arm Medium
646,Chaitanya Bishnoi,"Aug 25, 1994",Delhi,Batsman,Left Handed Bat,Left-Arm Orthodox
647,Mohammed Shami,"Mar 09, 1990","Jonagar, Bengal",Bowler,Right Handed Bat,Right-Arm Fast-Medium
648,Prithvi Shaw,"Nov 09, 1999","Thane, Maharashtra",Batsman,Right Handed Bat,Right-Arm Offbreak
649,Vijay Shankar,"Jan 26, 1991","Tirunelveli, Tamil Nadu",Batting Allrounder,Right Handed Bat,Right-Arm Medium
650,Manjot Kalra,"Jan 15, 1999",Delhi,Batsman,Left Handed Bat,Right-Arm Medium
651,Abhishek Sharma,"Sep 04, 2000","Amritsar, Punjab",Bowler,Left Handed Bat,Left-Arm Orthodox
652,Sandeep Lamichanne,"Aug 02, 2000",Syangja,Bowler,Right Handed Bat,Right-Arm Legbreak
654,Javon Searless,"Dec 21, 1986","Durants Village, St James, Barbados",Bowling Allrounder,Right Handed Bat,Right-Arm Fast-Medium
655,Mitchell Johnson,"Nov 02, 1981","Townsville, Queensland",Bowler,Left Handed Bat,Left-Arm Fast
656,Cameron Delport,"May 12, 1989","Durban, Natal",Batting Allrounder,Left Handed Bat,Right-Arm Medium
657,Shivam Mavi,"Nov 26, 1998","Noida, Uttar Pradesh",Bowling Allrounder,Right Handed Bat,Right-Arm Fast-Medium
658,Kamlesh Nagarkoti,"Dec 28, 1999","Barmer, Rajasthan",Bowler,Right Handed Bat,Right-Arm Fast
659,Shubham Gill,"Sep 08, 1999","Firozpur, Punjab",Batsman,Right Handed Bat,Right-Arm Offbreak
661,Mitchell Starc,"Jan 30, 1990","Baulkham Hills, Sydney, New South Wales",Bowler,Left Handed Bat,Left-Arm Fast
662,Manzoor Dar,"Jul 02, 1974",Jammu,Batsman,Right Handed Bat,
663,Mayank Dagar,"Nov 11, 1996",Delhi,Bowler,Right Handed Bat,Left-Arm Orthodox
664,Pradeep Sahu,"Aug 21, 1985",Bhiwani,Batting Allrounder,Right Handed Bat,Leg Break Googly
665,Ben Dwarshuis,"Jun 23, 1994","Kareela, New South Wales",Bowler,Left Handed Bat,Left-Arm Fast-Medium
666,Mujeeb Jadran,"Mar 28, 2001",Khost,Bowler,Right Handed Bat,Right-Arm Offbreak
668,Lokesh Rahul,"Apr 18, 1992","Mangaluru, Karnataka",WK-Batsman,Right Handed Bat,
669,MD Nidheesh,"May 05, 1991","Chembu, Kottayam, Kerala",Bowler,Right Handed Bat,Right-Arm Medium
670,Mohsin Khan,"Mar 15, 1955","Karachi, Sind",Batsman,Right Handed Bat,Right-Arm Medium
671,Anukul Sudhakar Roy,"Nov 30, 1998","Saraikela Kharswan, Jharkhand",Batting Allrounder,Left Handed Bat,Left-Arm Orthodox
672,Mayank Markande,"Nov 11, 1997","Bathinda, Punjab",Batsman,Right Handed Bat,
673,Siddhesh Lad,"May 23, 1992",Mumbai,Batsman,Right Handed Bat,Right-Arm Offbreak
674,Sharad Lumba,"Sep 10, 1989","Amritsar, Punjab",Batsman,Right Handed Bat,Right-Arm Offbreak
675,TN Dhillon,"May 25, 1992","Dholpur, Rajasthan",Bowling Allrounder,Right Handed Bat,Right-Arm Offbreak
676,Jason Behrendorff,"Apr 20, 1990","Camden, New South Wales",Bowler,Right Handed Bat,Left-Arm Fast-Medium
677,Jean-Paul Duminy,"Apr 14, 1984","Strandfontein, Cape Town, Cape Province",Batting Allrounder,Left Handed Bat,Right-Arm Offbreak
678,Evin Lewis,"Dec 27, 1991",,Batsman,Left Handed Bat,
679,Pavan Deshpande,"Sep 16, 1989","Dharwad, Karnataka",Batsman,Left Handed Bat,Right-Arm Offbreak
680,Anirudh Joshi,"Nov 07, 1987",India,Bowling Allrounder,Right Handed Bat,Right-Arm Offbreak
681,Mohammed Siraj,"Mar 13, 1994",Hyderabad,Bowler,Right Handed Bat,Right-Arm Fast-Medium
682,Yuzvendra Chahal,"Jul 23, 1990","Jind, Haryana",Bowler,Right Handed Bat,Right-Arm Legbreak
683,Moeen Ali,"Jun 18, 1987",,Batting Allrounder,Left Handed Bat,Right-Arm Offbreak
684,Dushmantha Chameera,"Jan 11, 1992",Ragama,Bowler,Right Handed Bat,Right-Arm Fast
685,Jatin Saxena,"Aug 04, 1982","Indore, Madhya Pradesh",Batting Allrounder,Right Handed Bat,Right-Arm Legbreak
686,Aryaman Birla,"Jul 09, 1997","Mumbai, Maharashtra",Batsman,Left Handed Bat,Left-Arm Orthodox
687,S Midhun,"Oct 7, 1994",Kayamkulam,Batting Allrounder,Right Handed Bat,Leg Break Googly
688,Prashan Chopra,"Oct 07, 1992","Solan, Himachal Pradesh",WK-Batsman,Right Handed Bat,Right-Arm Legbreak
689,Jofra Archer,"Apr 01, 1995","Bridgetown, Barbados",Bowling Allrounder,Right Handed Bat,Right-Arm Fast-Medium
690,D Arcy Short,"Aug 09, 1990","Katherine, Northern Territory",Batsman,Left Handed Bat,Left-Arm Orthodox
691,Bhuvneshwar Kumar,"Feb 05, 1990",,Bowler,Right Handed Bat,Right-Arm Medium
692,Mehdi Hasan,"Feb 03, 1990","Hyderabad, Andhra Pradesh",Bowling Allrounder,Left Handed Bat,Left-Arm Orthodox
693,K Khaleel Ahmed,"Dec 05, 1997","Tonk, Rajasthan",Bowler,Right Handed Bat,Left-Arm Medium
694,Amit Mishra,"Nov 11, 1991",Kanpur,Bowler,Right Handed Bat,Right-Arm Medium
695,Harmeet Singh,"Sep 07, 1992",,Bowler,Left Handed Bat,Left-Arm Orthodox
696,Zahir Khan,"Dec 20, 1998",,Bowler,Left Handed Bat,Left-Arm Chinaman
