"STUID,State,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use computer,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Subjects,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %"
"11081197015,AP,8,2,4,3,1,2,2,2,1,3,2,2,1,No,1,2,2,2,2,4,3,2,O,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,2,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,75.93,83.33,,"
"11081197016,AP,8,2,4,3,1,2,2,2,0,3,2,2,1,No,1,2,2,2,2,4,3,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,68.52,83.33,,"
"11081197017,AP,8,1,3,3,1,2,2,2,1,2,1,2,1,No,1,2,0,1,2,4,3,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,2,1,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,,76.67,,"
"11081197018,AP,8,1,3,3,1,3,2,2,1,2,2,2,1,No,1,2,2,2,1,4,3,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,4,4,85.19,76.67,,"
"11081197019,AP,8,1,4,1,1,2,2,3,2,2,0,2,2,No,1,1,0,1,1,4,3,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,4,4,,,57.41,58.0"
"11081197021,AP,8,1,3,1,1,2,2,1,1,2,0,2,1,No,1,2,0,1,1,4,3,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,,,68.52,60.0"
"11081197022,AP,8,1,3,1,1,5,2,1,0,0,0,2,1,No,1,2,0,1,4,4,3,2,L,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,4,3,4,4,,,31.48,18.0"
"11081197023,AP,8,1,4,1,1,5,2,1,1,1,1,0,2,No,1,2,2,2,1,4,4,2,L,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,,,31.48,68.0"
"11081198001,AP,8,2,3,4,1,2,2,0,2,0,7,2,2,No,1,2,2,2,1,4,4,2,M,4,2,2,2,4,2,2,2,2,2,3,3,1,3,3,2,2,2,2,3,1,3,3,2,3,2,3,2,2,3,4,3,3,3,4,29.63,50.0,,"
"11081198002,AP,8,1,4,4,1,2,2,2,2,1,1,2,2,No,1,1,2,2,3,4,4,2,L,2,4,4,3,1,1,1,1,2,1,2,3,1,3,2,2,2,1,2,1,3,3,3,3,3,2,2,1,1,2,4,3,2,2,4,27.78,40.0,,"
"11081198003,AP,8,1,4,3,1,5,2,2,2,1,1,2,2,No,1,1,2,4,3,4,4,2,O,2,2,2,2,1,1,1,1,2,2,2,3,1,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,,,29.09,35.42"
"11081198004,AP,8,1,4,1,1,3,2,2,2,1,1,2,2,No,1,2,2,2,3,4,4,2,L,3,3,3,3,4,4,4,4,2,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,,,38.89,"
"11081198005,AP,8,1,3,1,1,2,2,2,2,1,1,2,2,No,1,1,2,2,1,4,4,2,L,4,3,4,3,4,3,4,3,2,1,1,1,1,3,3,2,1,3,3,2,2,2,2,3,1,1,3,1,3,3,4,1,1,4,4,,20.0,,"
"11081198006,AP,8,1,3,2,1,3,2,1,2,2,1,2,1,No,1,1,2,2,1,4,4,2,S,2,2,2,2,2,2,2,2,2,1,1,3,1,3,3,1,3,2,2,3,1,3,3,3,3,3,3,1,3,3,4,2,1,4,4,11.11,43.33,,"
"11081198007,AP,8,1,3,3,1,2,2,2,1,1,1,2,2,No,1,1,2,2,3,2,4,2,L,4,3,4,4,4,3,4,4,2,1,1,3,1,2,2,3,2,1,3,3,2,3,2,0,0,3,3,3,1,3,4,1,1,3,4,,,38.18,43.75"
"11081198008,AP,8,1,4,4,1,2,2,2,2,1,1,2,2,Yes,1,1,0,1,2,4,4,2,L,4,2,3,4,4,2,4,3,2,1,1,2,3,2,2,3,2,1,2,3,3,3,2,1,2,2,3,1,2,3,4,3,2,4,4,,,31.48,26.0"
"11081198009,AP,8,1,4,4,1,2,2,2,2,1,1,2,2,No,1,1,2,2,3,4,4,2,O,2,2,2,2,1,1,1,1,2,2,2,3,1,2,2,2,2,3,2,2,3,3,3,3,3,2,3,2,2,2,4,2,4,4,4,40.74,,,30.0"
"11081198010,AP,8,1,4,1,1,3,2,1,1,1,1,2,2,No,1,2,2,4,1,4,4,2,S,2,4,4,4,4,4,4,4,1,1,1,2,1,1,2,2,1,2,1,1,2,3,2,2,3,1,3,1,3,3,4,4,4,4,4,27.78,40.0,,"
"11081198011,AP,8,1,4,1,1,3,2,2,2,1,1,2,2,No,1,1,2,3,1,4,4,2,M,4,2,4,4,4,4,4,2,2,2,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,3,3,4,3,4,4,4,,,27.27,18.75"
"11081198012,AP,8,1,3,3,1,2,2,2,2,1,1,2,2,No,1,2,2,4,3,4,4,2,M,4,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,3,1,1,2,3,3,4,4,4,,,46.3,28.0"
"11081198013,AP,8,1,4,3,1,2,2,1,2,1,1,0,1,No,1,1,0,4,3,3,3,2,O,4,2,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,3,2,3,1,3,3,2,3,3,2,1,2,1,4,2,2,4,4,27.78,43.33,,"
"11081198014,AP,8,2,3,3,1,2,2,1,1,3,3,2,1,No,1,2,2,2,1,4,4,2,O,4,2,3,1,2,2,3,2,2,1,1,1,1,1,1,2,2,3,3,3,3,2,3,2,3,1,2,2,3,2,4,3,3,4,4,18.52,30.0,,"
"11081198015,AP,8,2,3,4,1,2,2,2,2,1,1,2,2,No,1,2,2,2,1,4,5,2,M,2,4,4,3,2,2,4,2,2,1,1,2,2,3,2,1,3,1,3,3,1,3,3,3,3,1,3,3,1,3,4,4,4,4,4,,,58.18,52.08"
"11081198016,AP,8,2,3,3,1,5,2,2,1,1,1,2,1,No,1,2,2,2,3,4,4,2,L,2,2,2,2,4,4,2,2,2,1,1,1,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,,,27.78,26.0"
"11081198017,AP,8,2,3,1,1,2,2,1,2,1,1,2,2,No,1,1,0,1,3,3,4,2,S,4,2,2,2,4,4,4,3,2,1,3,2,1,3,3,2,2,2,2,2,3,3,2,3,2,3,3,1,3,1,3,1,4,4,4,,60.0,,"
"11081198018,AP,8,2,4,3,1,2,2,1,1,1,1,2,1,No,1,1,2,2,1,4,4,2,L,4,2,2,2,4,4,2,2,2,1,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,2,3,4,4,4,4,4,27.78,40.0,,"
"11081198019,AP,8,2,4,4,1,2,2,2,2,3,2,2,1,No,1,2,2,2,1,4,4,2,L,4,2,3,2,4,2,2,2,2,1,1,3,3,2,1,2,1,2,2,2,1,3,3,2,2,2,3,2,2,2,4,2,2,4,4,,,43.64,37.5"
"11081198020,AP,8,2,4,3,1,2,2,1,2,1,1,2,1,No,1,1,2,2,1,3,4,2,S,4,2,2,2,4,4,4,3,2,1,3,2,3,3,3,2,1,2,2,2,1,3,3,2,3,2,3,2,3,2,4,2,3,4,4,,,20.37,30.0"
"11081198021,AP,8,2,2,3,1,2,2,1,2,1,1,2,1,No,1,1,0,1,1,4,4,2,L,2,1,1,1,1,1,2,1,2,1,1,1,1,3,3,2,1,3,3,2,1,3,2,3,3,1,3,1,3,1,4,2,3,4,4,18.52,33.33,,"
"11081198022,AP,8,2,4,3,1,1,2,2,1,1,1,2,1,No,1,2,2,2,1,4,4,2,S,4,2,2,2,4,2,3,2,2,1,3,2,3,3,3,2,1,2,2,3,1,3,3,2,3,2,3,2,3,3,4,3,3,4,4,35.19,73.33,,"
"11081198023,AP,8,2,4,1,1,2,2,2,2,1,1,2,2,No,1,2,2,4,1,4,4,2,L,2,4,4,3,2,2,4,2,2,1,1,2,2,3,2,2,3,3,2,2,1,2,3,1,2,1,2,3,1,2,4,3,4,4,4,,,34.55,25.0"
"11081198024,AP,8,2,3,1,1,2,2,2,2,1,1,2,1,No,1,2,2,4,3,4,4,2,S,4,2,2,2,4,2,2,2,2,1,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,,,35.19,32.0"
"11081198025,AP,8,2,5,3,1,2,2,2,1,1,1,2,1,No,1,2,2,4,2,4,4,2,L,4,2,3,2,4,2,3,2,2,1,3,2,2,3,2,3,2,2,1,1,1,2,3,3,2,2,2,1,3,2,4,4,3,4,4,22.22,33.33,,"
"11081198026,AP,8,2,4,1,1,2,2,2,2,1,1,2,0,,0,0,2,2,1,4,4,2,O,4,2,2,2,4,2,2,2,2,1,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,24.07,20.0,,"
"11081198027,AP,8,1,4,1,1,2,2,1,1,1,1,2,1,No,1,1,2,2,3,4,2,2,L,4,2,2,2,1,1,1,1,2,1,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,4,3,2,4,4,,,43.64,37.5"
"11081198028,AP,8,1,4,1,2,3,2,1,2,1,1,2,2,No,1,1,2,2,2,4,4,2,O,4,4,1,4,4,4,1,3,2,1,1,3,1,2,2,2,2,1,3,2,3,3,2,0,1,0,0,0,0,0,4,4,4,4,2,,,31.48,28.0"
"11081198029,AP,8,1,5,4,1,2,2,1,2,1,1,2,2,No,1,2,2,2,2,4,5,2,M,2,4,2,4,2,2,2,2,2,1,3,1,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,2,2,2,4,4,3,4,4,25.93,53.33,,"
"11081198030,AP,8,1,4,1,1,2,2,2,2,1,1,2,2,No,1,2,2,2,1,4,4,2,S,2,2,2,2,1,3,3,1,2,1,2,3,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,18.52,50.0,,"
"11081198031,AP,8,1,4,4,1,2,2,1,2,1,1,2,2,No,1,2,2,4,1,2,4,2,L,4,2,3,4,4,3,2,1,2,1,3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,4,3,2,4,4,,,27.27,31.25"
"11081198032,AP,8,1,4,1,1,2,2,2,2,1,1,2,2,No,1,1,2,2,1,4,5,2,L,4,2,2,3,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,1,4,3,3,4,4,,,40.74,50.0"
"11081198033,AP,8,1,4,3,1,2,2,1,2,1,1,2,1,No,1,1,0,1,3,4,3,2,S,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,1,1,3,3,3,3,3,2,2,2,2,2,4,3,1,3,4,27.78,33.33,,"
"11081198034,AP,8,1,4,4,1,2,2,2,2,1,7,2,1,No,1,2,2,2,1,4,4,2,O,4,4,2,2,4,3,2,2,2,1,2,3,1,3,2,2,2,3,2,2,3,3,3,3,3,3,3,1,3,3,4,4,4,4,4,20.37,80.0,,"
"11081198035,AP,8,1,5,4,1,2,2,2,2,1,1,2,2,No,1,1,2,2,1,2,4,2,S,2,4,4,3,4,4,4,4,2,1,2,2,1,3,2,2,2,1,2,1,3,3,3,3,3,2,2,1,1,2,4,3,2,2,4,,,23.64,35.42"
"11081198036,AP,8,1,4,3,1,2,2,1,2,1,1,2,2,No,1,2,2,3,3,4,4,2,M,4,4,4,4,2,2,3,3,2,1,3,3,3,2,2,2,1,2,2,1,2,1,1,3,2,3,2,3,1,2,2,4,3,4,4,,,25.93,48.0"
"11081198037,AP,8,1,4,3,1,5,2,2,2,1,1,2,1,No,1,2,0,4,1,5,4,2,O,4,4,2,2,4,3,2,2,2,1,2,3,1,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,1,4,4,4,11.11,30.0,,"
"11081198038,AP,8,1,3,3,1,2,2,2,2,1,1,2,1,No,1,1,2,3,3,4,4,1,O,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,1,3,2,2,3,1,3,3,3,2,1,1,2,3,2,4,3,3,4,4,22.22,53.33,,"
"11081198039,AP,8,1,4,4,1,2,2,1,2,1,1,2,1,No,1,1,2,4,2,4,4,2,S,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,3,3,2,2,3,1,3,3,3,1,1,3,1,2,2,4,3,3,4,4,,,29.09,"
"11081199001,AP,8,1,3,1,1,1,2,1,1,3,3,2,1,No,1,1,2,2,1,2,4,2,L,4,3,4,2,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,4,27.78,50.0,,"
"11081199002,AP,8,1,5,1,1,2,2,1,1,3,3,2,1,No,1,1,2,2,1,2,4,2,S,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,,23.33,,6.25"
"11081199003,AP,8,1,3,4,2,3,2,1,1,3,3,2,1,No,1,2,1,1,1,1,4,2,S,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,4,3,4,4,4,27.78,,27.78,"
"11081199004,AP,8,1,3,1,2,3,2,1,1,3,3,0,2,No,1,1,0,1,1,1,4,2,M,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,1,2,1,3,3,1,3,3,2,3,1,2,1,3,2,4,4,4,3,3,,,31.48,20.0"
"11081199005,AP,8,1,3,1,1,3,2,1,1,6,1,2,2,No,1,1,0,1,1,0,4,2,S,4,1,1,1,4,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,22.22,20.0,,"
"11081199006,AP,8,1,3,4,1,2,2,1,1,2,2,2,2,No,1,2,1,1,1,1,4,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,4,3,4,4,4,,,30.91,29.17"
"11081199007,AP,8,1,4,1,1,5,2,1,2,3,2,0,1,No,1,1,2,2,1,2,4,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,18.52,23.33,,"
"11081199008,AP,8,1,3,1,1,3,2,2,2,3,2,0,2,No,2,1,2,3,1,0,4,2,S,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,,,29.09,24.0"
"11081199009,AP,8,1,3,4,0,2,2,1,1,3,3,2,1,No,1,2,1,1,1,1,4,2,O,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,0,2,2,4,3,4,4,4,24.07,60.0,,"
"11081199010,AP,8,1,4,1,1,3,2,2,1,1,1,2,2,No,1,1,2,2,1,2,2,2,S,4,3,4,2,4,4,4,2,2,1,3,2,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,2,2,2,,,47.27,35.42"
"11081199012,AP,8,1,3,4,0,3,2,1,1,3,3,2,1,No,1,2,1,1,1,1,4,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,4,3,4,4,4,14.81,,33.33,"
"11081199016,AP,8,1,3,4,0,4,2,1,1,3,3,2,1,No,1,2,1,1,1,1,2,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,3,3,1,3,3,2,2,4,3,4,4,4,,,23.64,28.0"
"11081199017,AP,8,1,3,4,0,2,2,1,1,3,3,2,1,No,1,2,1,1,1,1,2,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,3,3,1,1,1,3,1,1,3,3,1,3,3,2,2,4,3,4,4,4,29.63,33.33,,"
"11081199018,AP,8,1,3,2,2,2,2,2,1,1,1,2,1,No,1,1,2,2,1,0,2,2,S,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,,53.33,,29.17"
"11081199021,AP,8,1,4,1,1,3,2,1,1,2,2,0,1,No,1,1,2,2,1,2,2,2,O,4,3,4,1,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,16.67,,9.26,"
"11081199022,AP,8,2,3,4,2,4,2,1,2,3,3,2,1,No,1,2,1,1,1,1,4,2,L,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,,20.0,,28.0"
"11081199024,AP,8,2,3,1,1,2,2,2,3,3,3,2,1,No,1,2,0,1,1,1,4,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,3,4,4,4,29.63,,36.36,"
"11081199026,AP,8,2,3,4,1,3,2,2,1,3,0,2,1,No,1,2,1,1,1,0,4,2,S,4,4,4,4,4,4,4,4,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,4,3,2,4,4,,50.0,,25.0"
"11081199028,AP,8,2,3,3,1,2,2,2,1,3,3,2,1,No,1,1,2,3,2,2,4,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,18.52,36.67,,"
"11081199029,AP,8,2,3,1,1,2,2,1,2,2,2,2,1,No,1,1,2,2,1,2,5,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,,,,16.0"
"11081200001,AP,8,2,3,3,2,3,2,2,2,1,1,0,2,No,1,2,2,2,3,5,5,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,3,1,1,3,3,1,3,3,1,3,1,3,3,3,3,4,4,4,4,4,20.37,56.67,,"
"11081200002,AP,8,2,3,4,1,5,2,2,2,1,1,2,1,No,1,1,2,2,3,4,4,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,1,1,3,3,3,1,1,3,3,3,3,4,3,4,3,4,,70.0,,"
"11081200003,AP,8,2,4,4,1,2,2,2,2,1,1,2,1,No,1,2,2,0,4,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,3,4,4,,,38.18,28.0"
"11081200004,AP,8,2,2,3,1,5,2,2,1,1,1,2,1,No,2,2,2,2,4,4,4,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,3,4,,,,33.33"
"11081200005,AP,8,2,3,4,1,2,2,1,1,1,1,1,1,No,1,2,0,2,3,4,4,2,M,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,3,3,2,3,2,3,3,3,3,3,1,1,1,1,4,4,4,4,4,,40.0,,"
"11081200006,AP,8,2,4,3,2,4,2,2,2,3,3,2,1,No,1,1,2,2,3,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,4,3,4,4,37.04,76.67,,"
"11081200007,AP,8,2,2,1,1,3,2,2,2,1,1,2,1,No,1,1,2,2,1,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,2,1,3,3,3,3,4,4,3,4,4,,,,34.0"
"11081200008,AP,8,2,5,4,1,3,2,2,2,1,3,2,1,No,1,2,2,2,4,5,5,2,M,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,3,1,1,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,,,29.63,25.0"
"11081200009,AP,8,2,4,1,1,4,2,2,2,1,1,2,1,No,1,1,2,2,1,2,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,36.67,,"
"11081200010,AP,8,2,4,4,1,3,2,1,1,1,1,2,1,No,1,1,2,2,3,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,4,4,22.22,53.33,,"
"11081200011,AP,8,2,3,1,1,3,2,2,1,1,1,2,1,No,1,2,2,2,1,4,5,2,L,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,2,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,4,4,4,,,,36.0"
"11081200012,AP,8,2,3,1,2,2,2,2,2,3,3,2,1,No,1,2,2,2,4,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,2,1,3,3,3,3,4,4,3,3,4,,,35.19,"
"11081200013,AP,8,2,3,3,1,3,2,1,2,1,1,2,1,No,1,1,2,2,3,5,5,2,S,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,4,31.48,56.67,,"
"11081200014,AP,8,2,3,4,1,2,2,1,1,1,1,2,1,No,1,1,0,2,3,4,4,2,M,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,33.33,,,"
"11081200015,AP,8,1,4,4,1,2,2,2,1,1,1,2,1,No,1,1,0,0,1,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,2,1,3,2,1,2,3,3,1,1,1,3,3,3,2,4,1,3,3,4,,,45.45,34.0"
"11081200016,AP,8,1,3,1,1,2,2,2,1,3,1,2,1,No,1,1,2,0,3,4,4,2,L,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,1,1,3,3,3,2,3,3,3,2,1,3,3,3,1,4,4,3,3,4,,,29.63,"
"11081200017,AP,8,1,3,4,1,2,2,2,2,1,1,2,1,No,1,2,1,1,2,4,4,2,L,4,4,4,4,4,4,4,4,2,2,1,3,1,3,3,3,1,3,3,3,1,3,3,3,1,1,3,3,3,3,4,3,3,4,4,25.93,33.33,,"
"11081200018,AP,8,1,4,4,1,2,2,1,1,3,3,2,1,No,1,1,1,1,3,4,4,2,S,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,1,2,3,3,1,3,1,3,2,3,3,3,3,2,3,4,4,4,4,25.93,,,32.0"
"11081200019,AP,8,1,4,4,1,5,2,2,1,1,1,2,1,No,1,2,2,2,3,2,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,2,3,3,3,3,2,3,3,3,2,1,3,3,3,3,4,4,3,3,4,,,,"
"11081200020,AP,8,1,3,1,1,3,2,1,1,0,0,2,1,No,1,1,1,1,1,4,4,2,S,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,1,3,3,3,3,4,3,2,4,4,,,20.37,20.83"
"11081200021,AP,8,1,3,1,1,4,2,1,1,1,1,2,1,No,1,1,2,2,1,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,3,1,3,3,3,2,3,3,3,2,1,3,3,3,3,4,3,4,4,4,22.22,56.67,,"
"11081200022,AP,8,1,4,2,2,2,1,1,1,2,2,2,1,No,1,1,1,1,3,5,4,1,L,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,2,2,2,2,2,1,3,3,3,2,3,3,3,3,3,4,3,3,4,4,29.63,,,"
"11081200023,AP,8,1,4,4,2,2,2,1,1,1,1,2,1,No,1,1,2,2,1,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,2,2,3,3,3,2,3,3,3,2,1,3,3,3,2,4,4,3,4,4,,,34.55,24.0"
"11081200024,AP,8,2,3,2,2,1,2,1,1,0,2,2,1,No,1,1,0,1,2,4,4,2,L,4,4,4,4,4,4,4,4,1,1,1,3,3,3,3,2,2,2,2,2,1,3,3,3,2,2,3,3,3,3,4,3,3,3,4,,,27.78,"
"11081200025,AP,8,2,3,3,2,3,2,1,1,1,1,2,1,No,1,2,2,3,3,4,4,2,O,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,31.48,73.33,,"
"11081200026,AP,8,2,3,4,1,2,2,2,1,1,1,2,1,No,1,2,2,2,3,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,4,3,4,29.63,,,"
"11081200027,AP,8,2,1,1,2,4,2,2,2,3,1,0,1,No,1,1,2,2,1,4,4,2,L,4,1,4,4,1,4,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,,,18.18,32.0"
"11081200028,AP,8,2,3,1,1,2,2,2,2,1,1,2,1,No,1,2,2,2,1,4,4,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,4,4,4,,,46.3,43.75"
"11081200029,AP,8,2,3,4,2,1,2,2,2,1,1,2,2,No,2,2,2,2,2,4,4,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,2,1,3,3,3,3,4,4,4,4,4,42.59,33.33,,"
"11081200030,AP,8,2,5,4,1,3,2,2,2,1,3,2,1,No,1,2,2,2,4,4,5,2,S,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,3,1,1,3,1,1,3,3,1,3,1,3,3,3,3,4,4,4,4,4,,70.0,25.93,"
"11081200031,AP,8,2,3,3,1,2,2,2,2,1,3,2,1,No,1,1,2,2,4,4,5,2,L,4,4,4,4,4,4,4,4,2,1,1,1,3,3,3,1,1,1,3,3,1,3,3,3,3,1,3,3,3,3,4,3,4,3,4,,,36.36,22.0"
"11081200032,AP,8,2,4,4,1,3,2,2,2,1,1,2,1,No,1,2,2,2,3,4,4,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,4,4,4,,,64.81,54.17"
"11081200033,AP,8,2,4,4,1,1,2,2,1,6,6,2,2,No,1,2,2,2,3,4,4,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,4,3,4,4,4,40.74,36.67,,"
